"","NCTNum","Site","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success"
"589","NCT00006110","Breast","Completed","Biological: trastuzumab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Procedure: conventional surgery","20",82,"Has Results","Drug",4,1
"590","NCT00069940","Stomach","Completed","Biological: sargramostim|Biological: telomerase: 540-548 peptide vaccine","10",NA,"No Results Available","Bio",2,1
"591","NCT00662129","Breast","Completed","Biological: bevacizumab|Drug: gemcitabine hydrochloride|Drug: paclitaxel albumin-stabilized nanoparticle formulation","20",50,"Has Results","Drug",4,1
"592","NCT00258180","Stomach","Completed","Biological: filgrastim|Drug: cyclophosphamide","20",3,"No Results Available","Drug",4,1
"593","NCT00015938","Breast","Completed","Biological: filgrastim|Drug: docetaxel|Drug: vinorelbine","20",95,"No Results Available","Drug",4,1
"594","NCT01058850","Brain","Terminated","Biological: Rindopepimut","10",3,"No Results Available","Bio",2,0
"595","NCT00112918","Colorectal","Completed","Biological: Bevacizumab|Drug: Capecitabine|Drug: 5-Fluorouracil (5-FU)|Drug: Leucovorin calcium|Drug: Oxaliplatin","30",3451,"Has Results","Drug",6,1
"596","NCT00376805","Breast","Terminated","Drug: Fludarabine|Drug: Cyclophosphamide|Radiation: Total body irradiation|Other: Natural killer cell infusion|Biological: Interleukin-2","20",6,"Has Results","Both",4,0
"597","NCT01712009","Breast","Completed","Drug: Naproxen|Drug: Loratadine|Biological: Pegfilgrastim|Drug: Chemotherapy","20",600,"Has Results","Both",4,1
"598","NCT00005847","Prostate","Completed","Biological: recombinant interferon alfa|Drug: estramustine phosphate sodium|Drug: isotretinoin|Drug: mitoxantrone hydrochloride|Drug: paclitaxel|Drug: vinorelbine ditartrate","20",NA,"No Results Available","Drug",4,1
"599","NCT01344824","Lung","Completed","Biological: bevacizumab|Drug: carboplatin|Drug: erlotinib hydrochloride|Drug: pemetrexed disodium","20",38,"Has Results","Drug",4,1
"600","NCT01274624","Colorectal","Completed","Biological: REOLYSIN®|Drug: Irinotecan|Drug: Leucovorin|Drug: Fluorouracil (5-FU)|Drug: Bevacizumab","10",36,"No Results Available","Drug",2,1
"601","NCT01688609","Breast","Completed","Drug: lapatinib ditosylate|Drug: paclitaxel|Biological: trastuzumab|Procedure: therapeutic conventional surgery|Other: pharmacological study|Other: laboratory biomarker analysis","20",18,"Has Results","Both",4,1
"602","NCT00576537","Brain","Completed","Biological: Dendritic Cell Immunotherapy|Biological: Dendritic Cell Vaccine","20",50,"No Results Available","Bio",4,1
"603","NCT00003431","Colorectal","Completed","Biological: recombinant flt3 ligand","10",NA,"No Results Available","Bio",2,1
"604","NCT00096278","Colorectal","Completed","Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil|Biological: bevacizumab","30",2710,"Has Results","Both",6,1
"605","NCT00017004","Cervix","Completed","Radiation: External Beam Radiation Therapy|Drug: Cisplatin|Radiation: Internal Radiation Therapy|Biological: Epoetin Alfa","30",114,"No Results Available","Both",6,1
"606","NCT00066651","Lung","Completed","Biological: SS1(dsFv)-PE38 immunotoxin","10",NA,"No Results Available","Bio",2,1
"607","NCT01042925","Breast","Completed","Drug: XL147 (SAR245408)|Biological: trastuzumab|Drug: paclitaxel","15",42,"No Results Available","Both",3,1
"608","NCT00093808","Breast","Completed","Biological: trastuzumab|Drug: capecitabine|Drug: vinorelbine tartrate","20",47,"Has Results","Drug",4,1
"609","NCT02153918","Prostate","Completed","Biological: PROSTVAC-V/TRICOM|Biological: PROSTVAC-F/TRICOM","20",27,"Has Results","Bio",4,1
"610","NCT00062010","Lung","Completed","Biological: interferon alpha|Drug: 13-cis-retinoic acid|Drug: paclitaxel","20",37,"Has Results","Drug",4,1
"611","NCT00012064","Melanoma","Completed","Biological: therapeutic autologous dendritic cells","15",56,"No Results Available","Bio",3,1
"612","NCT00002637","Prostate","Completed","Biological: aldesleukin|Biological: gene-modified tumor cell vaccine therapy|Biological: recombinant interferon gamma","15",25,"No Results Available","Bio",3,1
"613","NCT00004055","Lung","Completed","Biological: filgrastim|Drug: paclitaxel|Drug: topotecan hydrochloride","20",38,"No Results Available","Drug",4,1
"614","NCT00003543","Colorectal","Completed","Biological: monoclonal antibody A33|Drug: carmustine|Drug: fluorouracil|Drug: streptozocin|Drug: vincristine sulfate","10",18,"No Results Available","Drug",2,1
"615","NCT01312376","Ovary","Unknown status","Biological: OC-DC vaccine|Drug: Bevacizumab|Drug: cyclophosphamide 300 mg/m2/d for 3 days|Drug: fludarabine 30 mg/m2/d for 3 days|Drug: ex vivo CD3/CD28-costimulated vaccine-primed peripheral blood autologous T cells","10",12,"No Results Available","Drug",2,0
"616","NCT01943188","Kidney","Terminated","Radiation: stereotactic body radiation therapy|Drug: cyclophosphamide|Biological: therapeutic autologous lymphocytes|Other: laboratory biomarker analysis","10",2,"No Results Available","Both",2,0
"617","NCT00617929","Cancer","Terminated","Biological: anti-thymocyte globulin|Biological: rituximab|Drug: clofarabine|Procedure: stem cell transplantation","20",12,"Has Results","Drug",4,0
"618","NCT00070070","Bladder","Completed","Biological: BCG vaccine|Biological: NY-ESO-1 peptide vaccine|Biological: sargramostim","10",NA,"No Results Available","Bio",2,1
"619","NCT00427349","Stomach","Completed","Drug: AMG 706|Drug: octreotide","20",46,"Has Results","Drug",4,1
"620","NCT01009983","Breast","Terminated","Biological: panitumumab|Drug: paclitaxel|Drug: carboplatin|Procedure: laboratory biomarker analysis|Procedure: immunohistochemistry staining method","20",14,"Has Results","Drug",4,0
"621","NCT00005039","Prostate","Terminated","Biological: recombinant fowlpox-prostate specific antigen vaccine|Biological: recombinant vaccinia prostate-specific antigen vaccine|Other: laboratory biomarker analysis","20",86,"No Results Available","Bio",4,0
"622","NCT01217450","Colorectal","Completed","Drug: selumetinib|Biological: cetuximab|Other: laboratory biomarker analysis|Other: pharmacological study","10",33,"No Results Available","Both",2,1
"623","NCT00734890","Lung","Completed","Biological: bevacizumab|Drug: vandetanib|Other: laboratory biomarker analysis|Other: pharmacological study","10",18,"No Results Available","Drug",2,1
"624","NCT02452424","Lung","Completed","Drug: PLX3397|Biological: Pembrolizumab","15",78,"No Results Available","Both",3,1
"625","NCT01086345","Brain","Terminated","Radiation: radiosurgery|Biological: bevacizumab|Drug: irinotecan hydrochloride","05",9,"No Results Available","Drug",1,0
"626","NCT00126893","Leukemia","Terminated","Drug: CC-401","10",36,"No Results Available","Drug",2,0
"627","NCT00356928","Leukemia","Terminated","Drug: Cyclophosphamide|Biological: Donor T cells","10",14,"No Results Available","Both",2,0
"628","NCT00044993","Breast","Completed","Biological: Ad5CMV-p53 gene|Drug: docetaxel|Drug: doxorubicin hydrochloride|Procedure: conventional surgery|Procedure: neoadjuvant therapy","20",NA,"No Results Available","Drug",4,1
"629","NCT00100841","Colorectal","Completed","Biological: cetuximab|Biological: bevacizumab|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil","20",66,"Has Results","Drug",4,1
"630","NCT00066846","Colorectal","Completed","Biological: bevacizumab|Drug: fluorouracil|Drug: leucovorin calcium","20",NA,"No Results Available","Drug",4,1
"631","NCT00025389","Lung","Completed","Biological: bevacizumab|Drug: carboplatin|Drug: paclitaxel|Procedure: conventional surgery|Procedure: neoadjuvant therapy","20",8,"No Results Available","Drug",4,1
"632","NCT00003536","Breast","Withdrawn","Drug: antineoplaston A10|Drug: methotrexate|Procedure: alternative product therapy|Procedure: biological therapy|Procedure: biologically based therapies|Procedure: cancer prevention intervention|Procedure: chemotherapy|Procedure: complementary and alternative therapy|Procedure: differentiation therapy","20",0,"No Results Available","Drug",4,0
"633","NCT00660101","Ovary","Unknown status","Biological: OVax: Autologous, DNP-Modified Ovarian Cancer Vaccine","15",34,"No Results Available","Bio",3,0
"634","NCT00735696","Lung","Completed","Biological: Ramucirumab|Drug: Paclitaxel|Drug: Carboplatin","20",41,"Has Results","Drug",4,1
"635","NCT00002535","Melanoma","Completed","Biological: aldesleukin|Biological: lymphokine-activated killer cells|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: indomethacin","20",NA,"No Results Available","Drug",4,1
"636","NCT00522665","Colorectal","Completed","Drug: Irinotecan|Biological: Cetuximab|Biological: RAD001","15",41,"No Results Available","Both",3,1
"637","NCT00803569","Ovary","Completed","Biological: ALVAC(2)-NY-ESO-1 (M)/TRICOM vaccine|Biological: sargramostim","10",6,"No Results Available","Bio",2,1
"638","NCT02211027","Head_Neck","Withdrawn","Biological: Semi-allogenic human fibroblast (MRC-5) transfected with DNA","10",0,"No Results Available","Bio",2,0
"639","NCT00003133","Bladder","Completed","Biological: filgrastim|Drug: cisplatin|Drug: doxorubicin hydrochloride|Drug: gemcitabine hydrochloride|Drug: paclitaxel","10",30,"No Results Available","Drug",2,1
"640","NCT01643278","Stomach","Completed","Drug: Dasatinib|Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study","10",29,"No Results Available","Both",2,1
"641","NCT00065572","Kidney","Suspended","Drug: ZD6126|Drug: Placebo","20",NA,"No Results Available","Drug",4,0
"642","NCT00537381","Prostate","Completed","Drug: Docetaxel|Drug: Prednisone|Biological: Intetumumab|Drug: Placebo","20",131,"Has Results","Both",4,1
"643","NCT01909752","Lung","Completed","Drug: Cyclophosphamide|Biological: DRibble vaccine|Drug: Imiquimod|Drug: GM-CSF|Biological: HPV vaccine","20",12,"No Results Available","Both",4,1
"644","NCT00005858","Lung","Completed","Biological: LMB-9 immunotoxin","10",25,"No Results Available","Bio",2,1
"645","NCT00003294","Leukemia","Completed","Biological: filgrastim|Drug: amifostine trihydrate|Drug: carboplatin|Drug: paclitaxel","10",24,"No Results Available","Drug",2,1
"646","NCT00478140","Stomach","Completed","Biological: trastuzumab|Other: laboratory biomarker analysis","20",4,"Has Results","Bio",4,1
"647","NCT00918203","Lung","Completed","Biological: Olaratumab|Drug: Paclitaxel|Drug: Carboplatin","20",137,"Has Results","Drug",4,1
"648","NCT00617708","Pancreas","Completed","Biological: cixutumumab|Drug: erlotinib hydrochloride|Drug: gemcitabine hydrochloride","15",134,"Has Results","Drug",3,1
"649","NCT01168973","Lung","Completed","Biological: Ramucirumab|Drug: Placebo (for Ramucirumab)|Drug: Docetaxel","30",1253,"Has Results","Drug",6,1
"650","NCT00097227","Lung","Completed","Biological: Cetuximab|Drug: Carboplatin|Drug: Paclitaxel","20",165,"No Results Available","Drug",4,1
"651","NCT00045279","Kidney","Completed","Biological: PEG-interferon alfa-2b","20",NA,"No Results Available","Bio",4,1
"652","NCT01696955","Head_Neck","Completed","Biological: Cetuximab|Other: Laboratory Biomarker Analysis|Drug: Tivantinib","20",81,"Has Results","Drug",4,1
"653","NCT00671554","Melanoma","Terminated","Biological: Melaxin (autologous dendritoma vaccine) and BCG","15",3,"Has Results","Bio",3,0
"654","NCT00409188","Lung","Completed","Biological: Tecemotide (L-BLP25)|Drug: Single low dose cyclophosphamide|Drug: Placebo","30",1513,"Has Results","Drug",6,1
"655","NCT00006009","Lymphoma","Completed","Biological: visilizumab","10",NA,"No Results Available","Bio",2,1
"656","NCT00278174","Kidney","Completed","Biological: recombinant interferon alpha-1b","20",7,"No Results Available","Bio",4,1
"657","NCT00044863","Colorectal","Completed","Biological: Erbitux (Cetuximab)","20",250,"No Results Available","Bio",4,1
"658","NCT00118261","Colorectal","Completed","Biological: bevacizumab|Drug: erlotinib hydrochloride|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","10",17,"No Results Available","Drug",2,1
"659","NCT02346955","Lung","Terminated","Biological: CM-24 (MK-6018)|Biological: Pembrolizumab (MK-3475)","10",27,"No Results Available","Bio",2,0
"660","NCT00109811","Prostate","Completed","Biological: PSA:154-163(155L) peptide vaccine|Biological: incomplete Freund's adjuvant|Other: laboratory biomarker analysis","20",32,"No Results Available","Bio",4,1
"661","NCT00082719","Bladder","Completed","Biological: Recombinant Interferon Alfa","10",33,"No Results Available","Bio",2,1
"662","NCT00064129","Prostate","Completed","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Biological: Sargramostim","10",42,"No Results Available","Bio",2,1
"663","NCT00968968","Cancer","Completed","Drug: Lapatinib|Biological: Trastuzumab","30",280,"No Results Available","Both",6,1
"664","NCT01305213","Ovary","Completed","Biological: Bevacizumab|Drug: Fosbretabulin Tromethamine|Other: Laboratory Biomarker Analysis","20",107,"Has Results","Drug",4,1
"665","NCT00917384","Stomach","Completed","Biological: ramucirumab|Drug: Placebo|Other: Best Supportive Care (BSC)","30",355,"Has Results","Drug",6,1
"666","NCT00705835","Prostate","Completed","Biological: rsPSMA protein plus Alhydrogel® vaccine","10",14,"No Results Available","Bio",2,1
"667","NCT00466960","Ovary","Completed","Biological: sargramostim|Drug: paclitaxel albumin-stabilized nanoparticle formulation|Other: laboratory biomarker analysis|Other: immunologic technique","20",21,"Has Results","Drug",4,1
"668","NCT00021060","Lung","Completed","Drug: paclitaxel|Drug: carboplatin|Biological: bevacizumab|Other: laboratory biomarker analysis","25",842,"No Results Available","Both",5,1
"669","NCT00003542","Kidney","Completed","Biological: pegylated interferon alfa","15",58,"No Results Available","Bio",3,1
"670","NCT00020176","Breast","Completed","Biological: filgrastim|Biological: therapeutic allogeneic lymphocytes|Drug: cyclophosphamide|Drug: cyclosporine|Drug: fludarabine phosphate|Procedure: peripheral blood stem cell transplantation","20",NA,"No Results Available","Drug",4,1
"671","NCT00112528","Pancreas","Completed","Biological: bevacizumab|Drug: gemcitabine hydrochloride|Drug: oxaliplatin","20",53,"No Results Available","Drug",4,1
"672","NCT00003819","Prostate","Completed","Biological: QS21|Biological: TF(c)-KLH conjugate vaccine|Biological: Thomsen-Friedenreich antigen|Biological: keyhole limpet hemocyanin","10",21,"No Results Available","Bio",2,1
"673","NCT00017251","Lung","Completed","Biological: oblimersen sodium|Drug: carboplatin|Drug: etoposide|Other: pharmacological study|Other: laboratory biomarker analysis","10",12,"No Results Available","Drug",2,1
"674","NCT00006968","Kidney","Completed","Biological: filgrastim|Drug: cyclosporine|Drug: pentostatin|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","15",4,"No Results Available","Drug",3,1
"675","NCT00003342","Bladder","Completed","Biological: filgrastim|Drug: carboplatin|Drug: doxorubicin hydrochloride|Drug: gemcitabine hydrochloride|Drug: paclitaxel","10",30,"No Results Available","Drug",2,1
"676","NCT00095199","Lung","Completed","Drug: Pemetrexed|Biological: Cetuximab|Drug: Docetaxel","30",939,"Has Results","Both",6,1
"677","NCT00377247","Head_Neck","Terminated","Biological: autologous monocyte-derived dendritic cells (DC) transfected with DNA","10",5,"No Results Available","Bio",2,0
"678","NCT00006215","Lung","Unknown status","Biological: filgrastim|Drug: docetaxel|Drug: vinorelbine tartrate","20",NA,"No Results Available","Drug",4,0
"679","NCT00610311","Melanoma","Terminated","Drug: cyclophosphamide|Drug: fludarabine phosphate|Biological: Aldesleukin|Biological: ALVAC gp100 Vaccine|Biological: anti-gp100:154-162 Tcell receptor (TCR) peripheral blood lymphocyte (PBL)","20",3,"Has Results","Both",4,0
"680","NCT00612001","Brain","Completed","Biological: glioma-associated antigen peptide-pulsed autologous dendritic cell vaccine","10",8,"No Results Available","Bio",2,1
"681","NCT00612222","Melanoma","Terminated","Biological: autologous anti-MART-1 F5 T-cell receptor gene-engineered peripheral blood lymphocytes|Biological: ALVAC MART-1 Vaccine|Biological: aldesleukin|Drug: cyclophosphamide|Drug: fludarabine phosphate","20",4,"Has Results","Drug",4,0
