"","Site","NCTNum","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success","totalcost","EstNewCases","EstDeaths","Survival_5yr"
"415","Colorectal","NCT00408772","Withdrawn","Biological: bevacizumab|Drug: capecitabine|Drug: oxaliplatin|Procedure: conventional surgery|Procedure: neoadjuvant therapy|Procedure: radiofrequency ablation","20",0,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"416","Colorectal","NCT00077298","Completed","Biological: cetuximab|Biological: bevacizumab|Drug: irinotecan hydrochloride|Other: laboratory biomarker analysis","20",70,"No Results Available","Drug",4,1,20391.3,140250,50630,63.4
"417","Colorectal","NCT00006015","Terminated","Biological: trastuzumab|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","20",26,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"418","Colorectal","NCT00003486","Withdrawn","Drug: antineoplaston A10|Drug: antineoplaston AS2-1|Procedure: alternative product therapy|Procedure: biological therapy|Procedure: biologically based therapies|Procedure: cancer prevention intervention|Procedure: complementary and alternative therapy|Procedure: differentiation therapy","20",0,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"419","Colorectal","NCT01183780","Completed","Biological: Ramucirumab|Biological: Placebo|Drug: Irinotecan|Drug: Folinic Acid|Drug: 5-Fluorouracil","30",1072,"Has Results","Drug",6,1,20391.3,140250,50630,63.4
"420","Colorectal","NCT01394939","Completed","Biological: JX-594|Drug: Irinotecan","15",52,"No Results Available","Drug",3,1,20391.3,140250,50630,63.4
"421","Colorectal","NCT00503685","Completed","Biological: IMC-A12|Biological: cetuximab","20",65,"Has Results","Bio",4,1,20391.3,140250,50630,63.4
"422","Colorectal","NCT00012246","Terminated","Biological: carcinoembryonic antigen peptide 1-6D|Biological: incomplete Freund's adjuvant|Biological: sargramostim","20",7,"No Results Available","Bio",4,0,20391.3,140250,50630,63.4
"423","Colorectal","NCT02278133","Completed","Drug: WNT974|Drug: LGX818|Biological: Cetuximab","15",20,"No Results Available","Both",3,1,20391.3,140250,50630,63.4
"424","Colorectal","NCT00070122","Terminated","Drug: oxaliplatin|Drug: leucovorin calcium|Drug: capecitabine|Biological: bevacizumab|Drug: fluorouracil|Other: laboratory biomarker analysis","30",2200,"No Results Available","Both",6,0,20391.3,140250,50630,63.4
"425","Colorectal","NCT01937715","Terminated","Drug: PF-05212384|Drug: FOLFIRI regimen|Biological: Bevacizumab|Drug: FOLFIRI","15",18,"Has Results","Both",3,0,20391.3,140250,50630,63.4
"426","Colorectal","NCT00056030","Completed","Biological: cetuximab|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","20",73,"No Results Available","Drug",4,1,20391.3,140250,50630,63.4
"427","Colorectal","NCT00118105","Withdrawn","Biological: bevacizumab|Drug: capecitabine|Drug: oxaliplatin|Procedure: conventional surgery","20",0,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"428","Colorectal","NCT00602329","Unknown status","Biological: bevacizumab|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","20",120,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"429","Colorectal","NCT01270438","Withdrawn","Drug: FOLFOX regimen|Drug: gamma-secretase/Notch signalling pathway inhibitor RO4929097|Biological: bevacizumab|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil","20",0,"No Results Available","Both",4,0,20391.3,140250,50630,63.4
"430","Colorectal","NCT01006369","Completed","Biological: bevacizumab|Drug: XELOX regimen|Drug: hydroxychloroquine","20",39,"No Results Available","Drug",4,1,20391.3,140250,50630,63.4
"431","Colorectal","NCT01765790","Completed","Biological: Anti-Macrophage Migration Inhibitory Factor (Anti-MIF) Antibody","10",68,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"432","Colorectal","NCT00033748","Completed","Biological: monoclonal antibody 11D10 anti-idiotype|Biological: monoclonal antibody 3H1 Alu Gel","20",56,"No Results Available","Bio",4,1,20391.3,140250,50630,63.4
"433","Colorectal","NCT00055822","Completed","Biological: oblimersen sodium|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","15",16,"No Results Available","Drug",3,1,20391.3,140250,50630,63.4
"434","Colorectal","NCT00321828","Completed","Biological: bevacizumab|Drug: fluorouracil|Drug: leucovorin|Drug: oxaliplatin","20",90,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"435","Colorectal","NCT00096278","Completed","Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil|Biological: bevacizumab","30",2710,"Has Results","Both",6,1,20391.3,140250,50630,63.4
"436","Colorectal","NCT00061815","Completed","Biological: cetuximab|Drug: oxaliplatin|Drug: leucovorin|Drug: 5-fluorouracil","30",102,"No Results Available","Drug",6,1,20391.3,140250,50630,63.4
"437","Colorectal","NCT01637194","Completed","Drug: everolimus|Biological: cetuximab|Other: pharmacological study|Other: laboratory biomarker analysis","10",12,"No Results Available","Both",2,1,20391.3,140250,50630,63.4
"438","Colorectal","NCT01198535","Terminated","Biological: Cetuximab|Drug: Gamma-Secretase Inhibitor RO4929097|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study","10",60,"No Results Available","Drug",2,0,20391.3,140250,50630,63.4
"439","Colorectal","NCT00003995","Completed","Biological: trastuzumab|Drug: irinotecan hydrochloride","20",32,"No Results Available","Drug",4,1,20391.3,140250,50630,63.4
"440","Colorectal","NCT02156557","Completed","Biological: Colon KCC Heptapeptide","10",45,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"441","Colorectal","NCT01383343","Completed","Biological: Bevacizumab|Drug: Fluorouracil|Drug: Irinotecan Hydrochloride|Drug: Leucovorin Calcium|Drug: Sorafenib Tosylate","10",17,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"442","Colorectal","NCT01274624","Completed","Biological: REOLYSIN®|Drug: Irinotecan|Drug: Leucovorin|Drug: Fluorouracil (5-FU)|Drug: Bevacizumab","10",36,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"443","Colorectal","NCT00803647","Completed","Biological: cetuximab|Drug: 5-FU|Drug: oxaliplatin|Drug: leucovorin","20",20,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"444","Colorectal","NCT01209325","Completed","Biological: quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine|Other: laboratory biomarker analysis","20",149,"No Results Available","Bio",4,1,20391.3,140250,50630,63.4
"445","Colorectal","NCT00003046","Completed","Biological: Recombinant Interleukin-12","10",29,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"446","Colorectal","NCT00044863","Completed","Biological: Erbitux (Cetuximab)","20",250,"No Results Available","Bio",4,1,20391.3,140250,50630,63.4
"447","Colorectal","NCT03340558","Withdrawn","Biological: Atezolizumab|Drug: Cobimetinib","20",0,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"448","Colorectal","NCT00845039","Terminated","Biological: Cetuximab|Drug: Irinotecan|Biological: IMC-A12 (cixutumumab)","20",4,"Has Results","Both",4,0,20391.3,140250,50630,63.4
"449","Colorectal","NCT01972737","Completed","Biological: Ad5-hGCC-PADRE vaccine","10",10,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"450","Colorectal","NCT00118261","Completed","Biological: bevacizumab|Drug: erlotinib hydrochloride|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","10",17,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"451","Colorectal","NCT01300858","Terminated","Drug: EGEN-001-301","15",4,"No Results Available","Drug",3,0,20391.3,140250,50630,63.4
"452","Colorectal","NCT00290615","Completed","Biological: bevacizumab|Biological: cetuximab|Drug: capecitabine|Drug: oxaliplatin","20",30,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"453","Colorectal","NCT01198548","Terminated","Drug: leucovorin calcium|Biological: bevacizumab|Dietary Supplement: cholecalciferol|Drug: fluorouracil|Drug: oxaliplatin|Other: pharmacological study","20",10,"Has Results","Both",4,0,20391.3,140250,50630,63.4
"454","Colorectal","NCT01769222","Terminated","Biological: Ipilimumab|Radiation: Radiation therapy","15",3,"Has Results","Bio",3,0,20391.3,140250,50630,63.4
"455","Colorectal","NCT00826540","Completed","Drug: sorafenib tosylate|Biological: bevacizumab","20",83,"Has Results","Both",4,1,20391.3,140250,50630,63.4
"456","Colorectal","NCT00002664","Withdrawn","Biological: edrecolomab|Biological: sargramostim","20",0,"No Results Available","Bio",4,0,20391.3,140250,50630,63.4
"457","Colorectal","NCT00055419","Completed","Biological: Cetuximab","20",744,"No Results Available","Bio",4,1,20391.3,140250,50630,63.4
"458","Colorectal","NCT01057017","Terminated","Biological: intervention","20",5,"Has Results","Bio",4,0,20391.3,140250,50630,63.4
"459","Colorectal","NCT00003543","Completed","Biological: monoclonal antibody A33|Drug: carmustine|Drug: fluorouracil|Drug: streptozocin|Drug: vincristine sulfate","10",18,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"460","Colorectal","NCT00444678","Completed","Drug: Cetuximab|Drug: Oxaliplatin|Drug: Capecitabine","20",38,"No Results Available","Drug",4,1,20391.3,140250,50630,63.4
"461","Colorectal","NCT02008383","Completed","Biological: Panitumumab|Drug: Cabozantinib","10",29,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"462","Colorectal","NCT01205022","Completed","Drug: irinotecan hydrochloride|Drug: leucovorin calcium|Drug: fluorouracil|Biological: bevacizumab|Radiation: yttrium Y 90 DOTA anti-CEA monoclonal antibody M5A|Other: laboratory biomarker analysis","10",3,"No Results Available","Both",2,1,20391.3,140250,50630,63.4
"463","Colorectal","NCT00098787","Completed","Biological: bevacizumab|Drug: fluorouracil|Drug: irinotecan hydrochloride|Drug: leucovorin calcium|Drug: Oxaliplatin","20",247,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"464","Colorectal","NCT00813605","Completed","Other: FOLFIRI|Biological: AMG 655|Other: Placebo|Biological: AMG 479","20",155,"No Results Available","Bio",4,1,20391.3,140250,50630,63.4
"465","Colorectal","NCT01217450","Completed","Drug: selumetinib|Biological: cetuximab|Other: laboratory biomarker analysis|Other: pharmacological study","10",33,"No Results Available","Both",2,1,20391.3,140250,50630,63.4
"466","Colorectal","NCT01111604","Completed","Biological: IMC-1121B|Biological: IMC-18F1|Drug: mFOLFOX-6","20",157,"No Results Available","Drug",4,1,20391.3,140250,50630,63.4
"467","Colorectal","NCT00025337","Completed","Biological: bevacizumab|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil","30",880,"No Results Available","Drug",6,1,20391.3,140250,50630,63.4
"468","Colorectal","NCT01505166","Terminated","Biological: Vigil™ Vaccine|Drug: Placebo","20",3,"Has Results","Drug",4,0,20391.3,140250,50630,63.4
"469","Esophagus","NCT00064259","Terminated","Biological: oblimersen sodium|Drug: cisplatin|Drug: fluorouracil","15",15,"Has Results","Drug",3,0,2967,17290,15850,18.1
"470","Esophagus","NCT03592407","Withdrawn","Drug: Epacadostat|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab|Other: Pharmacodynamic Study","20",0,"No Results Available","Both",4,0,2967,17290,15850,18.1
"471","Esophagus","NCT00217581","Completed","Biological: Bevacizumab|Drug: Docetaxel|Drug: Oxaliplatin","20",39,"Has Results","Drug",4,1,2967,17290,15850,18.1
"472","Esophagus","NCT00702884","Completed","Drug: sunitinib malate","20",25,"Has Results","Drug",4,1,2967,17290,15850,18.1
"473","Esophagus","NCT00397904","Completed","Biological: cetuximab|Drug: cisplatin|Drug: irinotecan hydrochloride|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis|Procedure: biopsy","20",16,"Has Results","Drug",4,1,2967,17290,15850,18.1
"474","Esophagus","NCT00096031","Completed","Biological: cetuximab","20",63,"Has Results","Bio",4,1,2967,17290,15850,18.1
"475","Esophagus","NCT01212822","Completed","Biological: bevacizumab|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","20",20,"No Results Available","Drug",4,1,2967,17290,15850,18.1
"476","Esophagus","NCT00020787","Completed","Biological: G17DT Immunogen|Drug: cisplatin|Drug: fluorouracil","30",8,"No Results Available","Drug",6,1,2967,17290,15850,18.1
"477","Esophagus","NCT00757172","Completed","Biological: panitumumab|Drug: cisplatin|Drug: docetaxel|Procedure: neoadjuvant therapy|Procedure: therapeutic conventional surgery|Radiation: radiation therapy","20",70,"Has Results","Drug",4,1,2967,17290,15850,18.1
"478","Esophagus","NCT00109850","Terminated","Biological: cetuximab|Drug: cisplatin|Drug: irinotecan hydrochloride|Radiation: radiation therapy","20",22,"Has Results","Drug",4,0,2967,17290,15850,18.1
"479","Esophagus","NCT00069953","Completed","Biological: filgrastim|Biological: pegfilgrastim|Drug: cisplatin|Drug: fluorouracil|Drug: paclitaxel|Procedure: conventional surgery|Radiation: radiation therapy","20",43,"Has Results","Drug",4,1,2967,17290,15850,18.1
"480","Esophagus","NCT00381706","Completed","Biological: cetuximab|Drug: ECF|Drug: IC|Drug: FOLFOX","20",245,"Has Results","Drug",4,1,2967,17290,15850,18.1
"481","Esophagus","NCT01246960","Completed","Biological: Ramucirumab|Drug: Placebo|Drug: Oxaliplatin|Drug: Leucovorin|Drug: 5-Fluorouracil","20",168,"Has Results","Drug",4,1,2967,17290,15850,18.1
"482","Head_Neck","NCT00017173","Terminated","Biological: Ad5CMV-p53 gene|Drug: cisplatin|Procedure: conventional surgery|Radiation: radiation therapy","20",13,"No Results Available","Drug",4,0,5456.1,51540,10030,60.6
"483","Head_Neck","NCT02211027","Withdrawn","Biological: Semi-allogenic human fibroblast (MRC-5) transfected with DNA","10",0,"No Results Available","Bio",2,0,5456.1,51540,10030,60.6
"484","Head_Neck","NCT00078546","Completed","Biological: EBV specific CTL Infusion|Biological: Anti CD45 monoclonal antibody","10",12,"No Results Available","Bio",2,1,5456.1,51540,10030,60.6
"485","Head_Neck","NCT00906360","Terminated","Drug: sunitinib malate|Other: pharmacological study|Radiation: 3-dimensional conformal radiation therapy|Biological: cetuximab","10",36,"No Results Available","Both",2,0,5456.1,51540,10030,60.6
"486","Head_Neck","NCT00281840","Completed","Biological: bevacizumab|Drug: docetaxel|Procedure: conventional surgery|Radiation: radiation therapy","20",30,"Has Results","Drug",4,1,5456.1,51540,10030,60.6
"487","Head_Neck","NCT00113399","Terminated","Biological: filgrastim|Drug: cisplatin|Drug: docetaxel|Drug: fluorouracil|Drug: paclitaxel|Radiation: radiation therapy","30",15,"Has Results","Drug",6,0,5456.1,51540,10030,60.6
"488","Head_Neck","NCT00492947","Withdrawn","Biological: dendritic cell vaccine","10",0,"No Results Available","Bio",2,0,5456.1,51540,10030,60.6
"489","Head_Neck","NCT03386838","Terminated","Biological: Nivolumab|Drug: BMS-986205|Biological: Cetuximab|Drug: Cisplatin|Drug: Carboplatin|Drug: Fluorouracil","30",1,"No Results Available","Both",6,0,5456.1,51540,10030,60.6
"490","Head_Neck","NCT00004227","Terminated","Biological: cetuximab|Procedure: conventional surgery|Radiation: radiation therapy","30",32,"No Results Available","Bio",6,0,5456.1,51540,10030,60.6
"491","Head_Neck","NCT00524017","Completed","Biological: cetuximab|Procedure: standard follow-up care","20",35,"No Results Available","Bio",4,1,5456.1,51540,10030,60.6
"492","Head_Neck","NCT00408694","Completed","Radiation: 3-Dimensional Conformal Radiation Therapy|Biological: Bevacizumab|Drug: Cisplatin|Drug: Fluorouracil|Radiation: Intensity-Modulated Radiation Therapy","20",46,"Has Results","Drug",4,1,5456.1,51540,10030,60.6
"493","Head_Neck","NCT01256385","Completed","Biological: Cetuximab|Other: Laboratory Biomarker Analysis|Drug: Temsirolimus","20",86,"Has Results","Drug",4,1,5456.1,51540,10030,60.6
"494","Head_Neck","NCT00009841","Completed","Biological: EGFR antisense DNA|Biological: growth factor antagonist therapy|Drug: DC-cholesterol liposome","10",13,"No Results Available","Drug",2,1,5456.1,51540,10030,60.6
"495","Head_Neck","NCT01467115","Completed","Radiation: Radiotherapy|Drug: Leucovorin|Biological: Cetuximab|Drug: Filgrastim|Drug: Erythropoetin|Drug: Cisplatin|Drug: Fluorouracil|Drug: Docetaxel","20",1,"No Results Available","Both",4,1,5456.1,51540,10030,60.6
"496","Head_Neck","NCT00276523","Completed","Biological: PEG-interferon alfa-2b|Procedure: Conventional surgery|Procedure: Neoadjuvant therapy","20",3,"No Results Available","Bio",4,1,5456.1,51540,10030,60.6
"497","Head_Neck","NCT00629226","Completed","Biological: cetuximab|Drug: bortezomib|Drug: cisplatin|Radiation: intensity-modulated radiation therapy","10",46,"No Results Available","Drug",2,1,5456.1,51540,10030,60.6
"498","Head_Neck","NCT01696955","Completed","Biological: Cetuximab|Other: Laboratory Biomarker Analysis|Drug: Tivantinib","20",81,"Has Results","Drug",4,1,5456.1,51540,10030,60.6
"499","Head_Neck","NCT00005087","Completed","Biological: filgrastim|Drug: cisplatin|Drug: paclitaxel|Procedure: conventional surgery|Radiation: radiation therapy","20",105,"No Results Available","Drug",4,1,5456.1,51540,10030,60.6
