"","Site","Year","Sex","Age","Trends","Incr","totalcost","fst.yr","ongoing.yr","last.yr"
"1208","Lymphoma","2020","Both sexes","All ages","Incidence follows recent trend, Survival constant","0%",15000.2,3587.6,6136.7,5275.9
"1209","Lymphoma","2020","Both sexes","All ages","Survival follows recent trend, Incidence constant","0%",15707.1,3706.8,6433,5567.3
"1210","Lymphoma","2020","Both sexes","All ages","Incidence, Survival follow recent trends","0%",15438,3587.6,6361.6,5488.8
"1211","Lymphoma","2020","Both sexes","All ages","Incidence, Survival follow recent trends","2%",17266.2,4373.3,6361.6,6531.4
"1212","Lymphoma","2020","Both sexes","All ages","Incidence, Survival follow recent trends","5%",20688.2,5843.9,6361.6,8482.8
"1213","Melanoma","2020","Both sexes","All ages","Incidence, Survival at constant rate","0%",3157.7,572.1,2175,410.6
"1214","Melanoma","2020","Both sexes","All ages","Incidence follows recent trend, Survival constant","0%",3756.1,812.1,2455.9,488.2
"1215","Melanoma","2020","Both sexes","All ages","Survival follows recent trend, Incidence constant","0%",3176,572.1,2190.4,413.5
"1216","Melanoma","2020","Both sexes","All ages","Incidence, Survival follow recent trends","0%",3778.4,812.1,2474.5,491.8
"1217","Melanoma","2020","Both sexes","All ages","Incidence, Survival follow recent trends","2%",4056.5,989.9,2474.5,592
"1218","Melanoma","2020","Both sexes","All ages","Incidence, Survival follow recent trends","5%",4576.9,1322.8,2474.5,779.7
"1219","Ovary","2020","Females","All ages","Incidence, Survival at constant rate","0%",6031.3,1548.1,1955.8,2527.4
"1220","Ovary","2020","Females","All ages","Incidence follows recent trend, Survival constant","0%",4487.1,783.6,1651.1,2052.4
"1221","Ovary","2020","Females","All ages","Survival follows recent trend, Incidence constant","0%",6273.5,1548.1,2056.2,2669.2
"1222","Ovary","2020","Females","All ages","Incidence, Survival follow recent trends","0%",4643,783.6,1716.6,2142.8
"1223","Ovary","2020","Females","All ages","Incidence, Survival follow recent trends","2%",5262.6,955.2,1716.6,2590.8
"1224","Ovary","2020","Females","All ages","Incidence, Survival follow recent trends","5%",6422.5,1276.4,1716.6,3429.4
"1225","Pancreas","2020","Both sexes","All ages","Incidence, Survival at constant rate","0%",2833.8,1736.9,150.6,946.3
"1226","Pancreas","2020","Both sexes","All ages","Incidence follows recent trend, Survival constant","0%",2805.3,1717.7,149.7,937.9
"1227","Pancreas","2020","Both sexes","All ages","Survival follows recent trend, Incidence constant","0%",3164.6,1736.9,228.5,1199.2
"1228","Pancreas","2020","Both sexes","All ages","Incidence, Survival follow recent trends","0%",3133,1717.7,227,1188.3
"1229","Pancreas","2020","Both sexes","All ages","Incidence, Survival follow recent trends","2%",3755,2093.8,227,1434.2
"1230","Pancreas","2020","Both sexes","All ages","Incidence, Survival follow recent trends","5%",4919.2,2797.9,227,1894.3
"1231","Prostate","2020","Males","All ages","Incidence, Survival at constant rate","0%",16341.4,6015.7,8809.7,1515.9
"1232","Prostate","2020","Males","All ages","Incidence follows recent trend, Survival constant","0%",15323.2,5444,8421.5,1457.7
"1233","Prostate","2020","Males","All ages","Survival follows recent trend, Incidence constant","0%",16431.7,6015.7,8886.7,1529.2
"1234","Prostate","2020","Males","All ages","Incidence, Survival follow recent trends","0%",15408.8,5444,8494.5,1470.3
"1235","Prostate","2020","Males","All ages","Incidence, Survival follow recent trends","2%",16667.7,6636.2,8494.5,1537
"1236","Prostate","2020","Males","All ages","Incidence, Survival follow recent trends","5%",19024,8867.7,8494.5,1661.8
"1237","Stomach","2020","Both sexes","All ages","Incidence, Survival at constant rate","0%",2261.5,1024.8,291.2,945.4
"1238","Stomach","2020","Both sexes","All ages","Incidence follows recent trend, Survival constant","0%",1806.9,763.6,255.7,787.6
"1239","Stomach","2020","Both sexes","All ages","Survival follows recent trend, Incidence constant","0%",2396.8,1024.8,325.1,1046.9
"1240","Stomach","2020","Both sexes","All ages","Incidence, Survival follow recent trends","0%",1915.5,763.6,283.3,868.6
"1241","Stomach","2020","Both sexes","All ages","Incidence, Survival follow recent trends","2%",2250.3,930.8,283.3,1036.2
"1242","Stomach","2020","Both sexes","All ages","Incidence, Survival follow recent trends","5%",2876.9,1243.8,283.3,1349.8
"1243","Uterus","2020","Both sexes","All ages","Incidence, Survival at constant rate","0%",3052.9,1278.5,906.8,867.6
"1244","Uterus","2020","Both sexes","All ages","Incidence follows recent trend, Survival constant","0%",2838.2,1148.2,864.6,825.4
"1245","Uterus","2020","Both sexes","All ages","Survival follows recent trend, Incidence constant","0%",3044.3,1278.5,899.8,865.9
"1246","Uterus","2020","Both sexes","All ages","Incidence, Survival follow recent trends","0%",2830.3,1148.2,858.1,823.9
"1247","Uterus","2020","Both sexes","All ages","Incidence, Survival follow recent trends","2%",3235.9,1399.7,858.1,978.1
"1248","Uterus","2020","Both sexes","All ages","Incidence, Survival follow recent trends","5%",3995,1870.3,858.1,1266.6
"1249","Other","2020","Both sexes","All ages","Incidence, Survival at constant rate","0%",26041.5,4466.2,14418.2,7157.1
"1250","Other","2020","Both sexes","All ages","Incidence follows recent trend, Survival constant","0%",26945.7,4432.4,14156.5,8356.8
"1251","Other","2020","Both sexes","All ages","Survival follows recent trend, Incidence constant","0%",29975.9,4466.2,17675.7,7834
"1252","Other","2020","Both sexes","All ages","Incidence, Survival follow recent trends","0%",30892.3,4432.4,17275.7,9184.3
"1253","Other","2020","Both sexes","All ages","Incidence, Survival follow recent trends","2%",33201.2,5403.1,17275.7,10522.5
"1254","Other","2020","Both sexes","All ages","Incidence, Survival follow recent trends","5%",37522.8,7219.9,17275.7,13027.2
